rad_scale,transport_scale,storage_scale,regime,a10_manage_failure,a10_manage_CVaR95,a10_manage_unsafe,a10_manage_Y,a10_manage_Tc95,a10_frontier_failure,a10_frontier_CVaR95,a10_frontier_unsafe,a10_frontier_Y,a10_harsh_failure,a10_harsh_CVaR95,a10_harsh_unsafe,a10_harsh_Y,no_control_manage_failure,pump_radiator_manage_failure,pump_radiator_manage_CVaR95,pump_radiator_frontier_CVaR95,pump_radiator_frontier_unsafe,regime_order,resource_score
1.0,1.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,215.9555102156107,0.9671726190476191,0.6586473069505183,4.200240563429563,1.0,414.3971190776342,0.9720833333333334,0.6324865853180359,1.0,527.7484959849561,0.9730208333333333,0.6052785445818119,1.0,1.0,712.5576092630854,971.2627324801243,0.9727083333333333,3,2.5
1.0,1.5,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,117.8648555936444,0.9619940476190477,0.6763710516116118,3.4142293158561374,1.0,218.6866494076127,0.9673958333333333,0.6498325709371957,1.0,318.3604273334693,0.9716666666666667,0.6140884578208725,1.0,1.0,372.7873846850216,629.8663230607766,0.9721875,3,3.0
1.0,1.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,181.7572353235403,0.9668749999999999,0.60670384656001,3.8944943986507568,1.0,282.3297822829893,0.9720833333333334,0.5816753284121703,1.0,449.4873531023102,0.9721875,0.5631818807104464,1.0,1.0,684.0831035192022,1129.1544829682323,0.9745833333333334,3,3.0
1.0,2.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,58.96908812751496,0.9544345238095239,0.7059912720319359,2.808032138613579,1.0,162.84351505847926,0.9653125,0.6621471573007385,1.0,226.82576275775475,0.9663541666666666,0.626260732493142,1.0,1.0,234.6464417938183,409.8912953691789,0.96625,3,3.5
1.0,1.5,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,81.84015852960486,0.9611011904761906,0.6209114566970614,3.0832542945144814,1.0,157.30800466883025,0.9659375,0.5954111831220965,1.0,225.65435471568762,0.9694791666666667,0.5681058452700253,1.0,1.0,350.50420219168575,664.2621644628614,0.9708333333333333,3,3.5
2.0,1.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,204.9637780896388,0.967232142857143,0.6617229117547916,4.106352494215423,1.0,315.43813262204117,0.9703125,0.6416166760549337,1.0,596.4534496486114,0.975625,0.6013926717703049,1.0,1.0,672.9818436216361,1065.4675918916057,0.9733333333333334,3,3.5
1.0,2.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,47.34649087678902,0.953422619047619,0.65198564198725,2.60121983449203,1.0,88.40345865394713,0.963125,0.5997562657089588,1.0,142.35022665172653,0.9660416666666667,0.5710806123219366,1.0,1.0,231.72142020720955,336.85028647055657,0.9667708333333334,3,4.0
2.0,1.5,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,99.45427923370542,0.9620238095238093,0.6774857883080176,3.25704131668452,1.0,189.2046225870125,0.96875,0.6544924624485281,1.0,316.8899644892671,0.9727083333333334,0.6163767339824939,1.0,1.0,355.3013819854081,602.8993672122842,0.9729166666666667,3,4.0
2.0,1.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,179.69618456096742,0.9680357142857142,0.6081666769313882,3.8568712198661275,1.0,264.2480278992759,0.9694791666666667,0.5896025823341522,1.0,381.0024474662371,0.9728125,0.5645869137590633,1.0,1.0,670.8050069795423,1261.1212040932687,0.9734375,3,4.0
1.0,3.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,31.481851452282168,0.9425892857142857,0.7469667027894185,2.2320408923200636,1.0,71.64336394073491,0.9566666666666666,0.6906321398376211,1.0,125.15875738985802,0.9597916666666666,0.6482732830440558,1.0,1.0,111.14196431465926,188.82729979383925,0.9614583333333333,3,4.5
2.0,2.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,63.627798994695965,0.9554613095238095,0.7044757575380126,2.839244027330353,1.0,119.9483857758579,0.9612499999999999,0.6770836227301764,1.0,194.33153266676328,0.9673958333333333,0.6332660229388536,1.0,1.0,187.1757208783444,381.3775509421872,0.9688541666666666,3,4.5
2.0,1.5,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,75.70444521326921,0.9605952380952381,0.6270612117577757,3.0236887861650135,1.0,124.19411052241576,0.966875,0.597892491804277,1.0,224.68726874512527,0.9713541666666667,0.5685236033635375,1.0,1.0,349.2278639283298,505.49327325198533,0.9705208333333333,3,4.5
3.0,1.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,215.8094152619376,0.9679910714285713,0.6610876619276516,4.130758891863929,1.0,300.3396251639599,0.9707291666666666,0.6422328987812884,1.0,527.4181152882485,0.9732291666666666,0.6076056339624518,1.0,1.0,696.2114751747924,988.2257383321481,0.9724999999999999,3,4.5
1.0,3.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,19.691314532018318,0.934404761904762,0.6792290472822342,2.0104789865349924,1.0,55.72282381154472,0.9535416666666667,0.6324819172054925,1.0,84.75163623435071,0.9590624999999999,0.5914403850363055,1.0,1.0,107.83571712459018,210.93968673275072,0.9647916666666667,3,5.0
2.0,2.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,36.43778222804589,0.9539136904761907,0.6561805483386306,2.4871282238808132,1.0,67.5189673502698,0.9592708333333333,0.611853929587284,1.0,144.20688405248134,0.9663541666666666,0.5753671032727037,1.0,1.0,187.2899746566031,319.798050822539,0.9682291666666667,3,5.0
3.0,1.5,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,95.43636865187266,0.961294642857143,0.6780929670613219,3.180009080600809,1.0,165.97418675170212,0.9639583333333334,0.667656617291922,1.0,316.204251119705,0.9710416666666667,0.6228133573629018,1.0,1.0,329.4915634122484,385.8499975786091,0.9689583333333334,3,5.0
3.0,1.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,139.95151630644156,0.9672172619047618,0.6118044072072869,3.6254781364716595,1.0,255.4253264204075,0.9730208333333334,0.5832229765085903,1.0,406.6005689978244,0.9740625,0.5626317293929738,1.0,1.0,643.7320857626476,1195.8088063386388,0.9733333333333333,3,5.0
2.0,3.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,20.785649351893806,0.9437499999999999,0.7566063894130686,2.0766168962304183,1.0,44.18199106942874,0.9526041666666667,0.7093024388438268,1.0,81.30008688497479,0.9586458333333334,0.6617628723864579,1.0,1.0,96.16963371799577,160.86351678178022,0.9609375,3,5.5
1.0,4.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,21.26332888229962,0.931919642857143,0.7565042478626702,1.9942559730635683,1.0,46.80625217220287,0.9403125,0.7327742120049929,1.0,71.77821809022672,0.9508333333333333,0.6881299404686161,1.0,1.0,75.06077865543742,129.9697769268533,0.9545833333333333,3,5.5
3.0,2.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,64.82033067940066,0.9563244047619047,0.7035260347145594,2.8306645133059463,1.0,96.44653573584682,0.9622916666666667,0.6772671674481667,1.0,163.07285015646826,0.965625,0.6385421078786262,1.0,1.0,185.41657715217275,296.07337080203376,0.9654166666666667,3,5.5
3.0,1.5,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,69.13811943927684,0.9617559523809524,0.627892559474786,2.9601724850453217,1.0,95.68911605577483,0.9619791666666667,0.6093989681159906,1.0,180.60034956798458,0.9695833333333334,0.5718082381071312,1.0,1.0,295.7532087064939,492.15031500032586,0.9695833333333332,3,5.5
4.0,1.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,183.13956845554867,0.967202380952381,0.6635622327293094,3.931295932126048,1.0,351.4579819832419,0.9702083333333333,0.6460155538382448,1.0,624.4305784130063,0.9747916666666667,0.6082932938532196,1.0,1.0,617.3940579093276,1090.2594901962527,0.9733333333333334,3,5.5
2.0,3.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,13.475371877695688,0.9370535714285715,0.6903294772205211,1.9193399538400489,1.0,35.47245294017661,0.9545833333333333,0.6389289967979572,1.0,77.93621887231599,0.9590624999999999,0.5969577428132841,1.0,1.0,89.2183140283377,149.3487178410326,0.9583333333333334,3,6.0
1.0,4.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,14.123573007783376,0.9244642857142856,0.6860754071047769,1.8270074906301093,1.0,23.451638852541695,0.9375,0.6624918093131222,1.0,52.58821229576669,0.9517708333333333,0.61833849630232,1.0,1.0,71.34329299630107,131.81721514337156,0.9560416666666667,3,6.0
3.0,2.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,33.47721987636713,0.9525892857142857,0.6628932123573174,2.457629595407269,1.0,65.26698026729852,0.963125,0.6085672148789611,1.0,113.39977909701739,0.9644791666666667,0.5797010761717893,1.0,1.0,185.49369268493385,329.4482465042901,0.9678125000000001,3,6.0
4.0,1.5,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,94.66118462251835,0.9617410714285715,0.6772719795937586,3.1891819864504463,1.0,182.24286550944979,0.9684375000000001,0.6584548398412962,1.0,349.21112971439607,0.97,0.6260502147328459,1.0,1.0,312.92410393842835,608.248327527285,0.9710416666666666,3,6.0
4.0,1.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,143.62519756702244,0.9670089285714284,0.6138519115259076,3.635425153172381,1.0,327.13448669674545,0.9707291666666666,0.5906881918138148,1.0,330.39345805205335,0.9735416666666666,0.565105811512515,1.0,1.0,627.7526948560389,1014.1771324604581,0.9745833333333334,3,6.0
2.0,4.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,10.812105603082392,0.9314583333333333,0.7675640778904101,1.788443464457343,1.0,29.777389216884757,0.9439583333333333,0.7404949635873384,1.0,62.60002673898021,0.9532291666666667,0.695497653256308,1.0,1.0,55.5191546812159,118.67684119179258,0.9591666666666666,3,6.5
3.0,3.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,15.697154428736848,0.9423214285714286,0.7613127354792664,1.9729173747862736,1.0,36.86214102935201,0.9489583333333333,0.7186791889500552,1.0,88.59622714880587,0.9613541666666667,0.657901664459527,1.0,1.0,78.85474227918098,120.29462217002857,0.9591666666666667,3,6.5
4.0,2.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,51.2269375964354,0.9556845238095238,0.7020693053607383,2.6687622451048703,1.0,106.82312139954288,0.9602083333333333,0.6829921385982005,1.0,199.5971211793214,0.970625,0.6352253566870593,1.0,1.0,176.14977540974817,334.6007504861737,0.9671875000000001,3,6.5
4.0,1.5,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,65.36934830510201,0.9614285714285715,0.6317085400421313,2.893254931913378,1.0,110.54758754136043,0.9638541666666667,0.6072436137857794,1.0,234.12370345328898,0.9706250000000001,0.5732512917729746,1.0,1.0,301.9570818315431,484.0065154513037,0.9710416666666667,3,6.5
2.0,4.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,7.637258059471266,0.924389880952381,0.7002508119087233,1.6909028456118993,1.0,19.81867806970446,0.9441666666666666,0.6640835743228686,1.0,33.59142374023125,0.9522916666666668,0.6254247352955182,1.0,1.0,53.237755706568485,71.58099407800246,0.9539583333333332,3,7.0
3.0,3.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,9.10908643318011,0.9348511904761905,0.6999208000080568,1.8049832227910796,1.0,19.321087521341397,0.9473958333333333,0.6640669289654226,1.0,57.14819438054479,0.9578125,0.6077803810022726,1.0,1.0,86.55560650051396,132.39203659990113,0.9597916666666666,3,7.0
4.0,2.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,35.4233688524202,0.9531547619047619,0.6657255921480336,2.4641762733910837,1.0,53.1303940005131,0.9579166666666666,0.623910544237269,1.0,106.83373172071974,0.9672916666666667,0.5787254122027925,1.0,1.0,177.9344171107623,292.22065062895473,0.9673958333333333,3,7.0
3.0,4.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,7.594473359465717,0.9286607142857145,0.7716084283068592,1.707838700942798,1.0,29.95963693499105,0.9434375,0.7480040775319914,1.0,36.14109513013697,0.9530208333333334,0.7039566881763175,1.0,1.0,49.19082402653701,86.76390329259361,0.9545833333333333,3,7.5
4.0,3.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,13.604223936706505,0.9421726190476188,0.7644685183795618,1.9131873121357257,1.0,33.99060006886984,0.9495833333333333,0.7224694306440608,1.0,75.52212621891734,0.9604166666666667,0.6631336662308249,1.0,1.0,72.88726454277487,112.95852038891975,0.9589583333333334,3,7.5
6.0,1.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,192.012075461381,0.9672619047619049,0.6640758027205154,3.949022918028767,1.0,370.2194151146378,0.9710416666666666,0.6464125931010973,1.0,547.804413672567,0.975,0.6095935352580015,1.0,1.0,628.0362001450248,841.197951547323,0.9732291666666666,3,7.5
3.0,4.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,5.610055630029717,0.9183928571428571,0.7107037448719213,1.614046922648242,1.0,12.37382867284238,0.9394791666666666,0.6778398772487565,1.0,20.298686180782536,0.9490624999999999,0.6371152466829213,1.0,1.0,49.02301500926996,72.60501314976156,0.9555208333333334,3,8.0
4.0,3.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,7.758928550248976,0.9339880952380952,0.7062222104286169,1.7695970672311514,1.0,28.83940675329263,0.9542708333333334,0.6485332393867465,1.0,57.015652187497714,0.9591666666666667,0.6057908468303945,1.0,1.0,74.1890985882452,143.84267807300716,0.9598958333333333,3,8.0
6.0,1.5,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,91.07828651901467,0.9616071428571429,0.6766470373418875,3.0972305940391465,1.0,171.1352249364305,0.966875,0.6635772817783074,1.0,233.72234857894873,0.9698958333333334,0.63056023413593,1.0,1.0,298.00713411634166,592.9944754539163,0.9692708333333333,3,8.0
6.0,1.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,146.18030724083664,0.9668005952380953,0.6162005019533822,3.6007680789762184,1.0,333.73383492454286,0.9716666666666667,0.5898308648378014,1.0,446.4156256622258,0.9740625,0.5655482921451565,1.0,1.0,573.884549601845,929.6340844255484,0.9739583333333333,3,8.0
4.0,4.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,5.525752480539985,0.9279464285714284,0.7751815720137859,1.6142738297751855,1.0,14.739012562516656,0.9392708333333333,0.7582103957763392,1.0,38.29118763035733,0.9536458333333333,0.7024853968294056,1.0,1.0,39.26119034617655,99.0532269054256,0.956875,3,8.5
6.0,2.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,44.49851371308158,0.9559077380952381,0.6996491943387337,2.599418981976892,1.0,91.91207203340205,0.9607291666666666,0.6837381151878517,1.0,164.28925848553362,0.9646875,0.6481832845050078,1.0,1.0,186.85803702514133,255.09720872773192,0.9659375,3,8.5
6.0,1.5,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,62.003676434279264,0.9611755952380951,0.6351035447432688,2.8360692435502663,1.0,129.7278437036371,0.9634375,0.6116087271006523,1.0,234.57915485252474,0.9705208333333333,0.5742736443789913,1.0,1.0,292.84184551040704,495.9914854446419,0.9696874999999999,3,8.5
4.0,4.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,4.0483078588201735,0.9150744047619047,0.7184878298352667,1.5548206474672808,1.0,9.949004900800166,0.935,0.6885536525932782,1.0,28.681922557800355,0.9473958333333333,0.6441006286290679,1.0,1.0,39.019801671033086,74.60435215372841,0.9575,3,9.0
6.0,2.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,37.72217877929537,0.9538988095238095,0.66552927106346,2.478220693214755,1.0,62.81808466217208,0.961875,0.6204839383037422,1.0,106.08816024010041,0.9654166666666666,0.5841649912285489,1.0,1.0,166.21403283094483,275.31866535713584,0.9662499999999999,3,9.0
6.0,3.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,10.377451370913972,0.9425,0.7665454450296089,1.8418742046968186,1.0,35.58338343754671,0.9464583333333334,0.729966992034013,1.0,74.44448767774209,0.9565625,0.6793200534649324,1.0,1.0,72.81857992516092,131.95008335162248,0.9627083333333333,3,9.5
8.0,1.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,191.45562971127353,0.9670833333333334,0.6646784083047674,3.9368117100492768,1.0,385.02415659952715,0.9708333333333333,0.6478162769576421,1.0,524.0487000019357,0.9720833333333334,0.6188458818780425,1.0,1.0,611.4778701664037,825.1881921333734,0.9729166666666667,3,9.5
6.0,3.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,7.713534385095672,0.9336755952380953,0.7129794443168865,1.7578918707873685,1.0,20.702257339352762,0.9494791666666667,0.6659410568385383,1.0,31.537956995639234,0.9547916666666667,0.6235980757876631,1.0,1.0,71.35845317876638,127.82777866775542,0.9607291666666666,3,10.0
8.0,1.5,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,85.6767836108198,0.9616220238095238,0.676586199861618,3.0669467583407743,1.0,183.7626070066189,0.9642708333333333,0.6690458823710782,1.0,258.38729506859903,0.9717708333333333,0.6303540168341024,1.0,1.0,281.89552474146154,436.7596548536222,0.9714583333333333,3,10.0
8.0,1.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,132.29699351003995,0.9658779761904761,0.6204931163594135,3.5099317045475638,1.0,246.1807404908729,0.9716666666666667,0.5902572975257213,1.0,334.7250636829061,0.9734375,0.5671038454210794,1.0,1.0,594.0856144068682,1007.0648782423992,0.9740624999999999,3,10.0
6.0,4.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,5.268518707265124,0.9233928571428571,0.7766943411628556,1.6163331096115539,1.0,11.213539655238261,0.9389583333333333,0.7640488898175455,1.0,25.90883892164747,0.9519791666666667,0.7189523923638352,1.0,1.0,33.78625651091793,75.89548909856325,0.9582291666666667,3,10.5
8.0,2.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,45.387358098570495,0.9539732142857142,0.7036746025119406,2.5585111790319033,1.0,75.4336082366999,0.9621875,0.6805717627643328,1.0,155.64026154002025,0.9678125,0.6469557775564901,1.0,1.0,157.4544346060787,318.8746094436566,0.9678125,3,10.5
8.0,1.5,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,64.06725982391428,0.9611309523809525,0.6387595121156193,2.861924114145151,1.0,106.19857903588493,0.9669791666666667,0.6043234338615846,1.0,203.40161011995102,0.9695833333333334,0.5776564335556786,1.0,1.0,282.5074278060684,403.5428299178799,0.9702083333333333,3,10.5
6.0,4.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,2.613340562664241,0.9039434523809523,0.7280191268753196,1.4734381910219054,1.0,7.405230987020503,0.9359375,0.6957932229373003,1.0,16.8049912507303,0.945625,0.6517135208654654,1.0,1.0,33.54521862357209,66.18938539955884,0.9571875000000001,3,11.0
8.0,2.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,28.122016969428746,0.9522321428571429,0.6725895362906849,2.3608391852624093,1.0,57.45190212816244,0.960625,0.6241490616715968,1.0,94.38164697207051,0.9679166666666668,0.582617256195046,1.0,1.0,146.0104063442456,256.23086240267907,0.9663541666666667,3,11.0
8.0,3.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,7.8416558378594505,0.9395535714285713,0.769035346948562,1.7493912241569318,1.0,32.24071446041404,0.9496875,0.7284652209945413,1.0,50.26162261353913,0.9572916666666667,0.6796273950986635,1.0,1.0,59.43079560746946,82.21422168043584,0.9591666666666667,3,11.5
10.0,1.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,182.08924964598614,0.9665773809523809,0.6661256589422366,3.855336007301239,1.0,322.5050325284852,0.9710416666666667,0.648664508260591,1.0,464.65910744102285,0.9730208333333333,0.6163783860197063,1.0,1.0,568.6555547084405,1025.0015243620114,0.97375,3,11.5
8.0,3.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,6.612262211134541,0.9320238095238095,0.7192839266333568,1.6963764763412723,1.0,19.47857320533887,0.9486458333333333,0.671382710373388,1.0,36.496941738841706,0.9568749999999999,0.6198973863141541,1.0,1.0,60.395899765530736,98.94427159733769,0.9586458333333334,3,12.0
10.0,1.5,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,75.0897092102651,0.9614434523809523,0.6762761871682675,2.9822619444141716,1.0,151.305081308644,0.96625,0.6679946301772289,1.0,259.3493782214033,0.9697916666666666,0.63600472759868,1.0,1.0,267.98667333240945,467.36393966204696,0.9696875,3,12.0
10.0,1.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,137.11303703572997,0.9670982142857143,0.6192477154927312,3.5444907492115894,1.0,234.72295496502394,0.9714583333333333,0.5909133288012245,1.0,324.6669698305206,0.9739583333333333,0.567145250709067,1.0,1.0,567.2092380132318,860.9228119465164,0.9740625,3,12.0
8.0,4.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,4.015937172992198,0.9226636904761906,0.7770651244932149,1.5599155130462137,1.0,6.166345057744671,0.9338541666666667,0.7735868670325435,1.0,26.597736218121394,0.9485416666666666,0.72762322363529,1.0,1.0,28.18102046573801,68.22659894555228,0.9542708333333334,3,12.5
10.0,2.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,38.49451328916707,0.9553720238095238,0.6970260900337593,2.4927235394859437,1.0,112.30156605457425,0.9630208333333334,0.6816179208888911,1.0,144.85515368977386,0.9672916666666667,0.6508375832912359,1.0,1.0,154.43773815711577,299.6700259554916,0.9670833333333334,3,12.5
10.0,1.5,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,64.60419678648017,0.9611755952380953,0.6394797126690177,2.8706448900627555,1.0,121.8618907695058,0.9672916666666667,0.6056979776846568,1.0,225.45228477540064,0.97125,0.5748067226085707,1.0,1.0,252.41584427120455,494.72683540125644,0.9704166666666667,3,12.5
8.0,4.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,2.3877017435182557,0.8701190476190476,0.7339903549808164,1.4683671583225044,1.0,10.186896011978352,0.9339583333333333,0.6967253791684267,1.0,10.904145983102335,0.9448958333333334,0.6592030920551353,1.0,1.0,31.532416525277092,48.93692503419503,0.9541666666666666,3,13.0
10.0,2.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,27.730394772468873,0.9526339285714286,0.672100774960666,2.3467677153848436,1.0,61.63812817721119,0.9613541666666666,0.625200079850627,1.0,124.665426762804,0.9669791666666666,0.5855469781627423,1.0,1.0,150.38450515488873,267.0830321735495,0.9659375,3,13.0
10.0,3.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,8.107924547601955,0.9384077380952383,0.7705865928072972,1.7446067528034632,1.0,29.577113347190252,0.9489583333333333,0.7286442158391085,1.0,66.5387665296801,0.9622916666666667,0.6681308544659987,1.0,1.0,55.9732755359991,134.19560824883678,0.960625,3,13.5
10.0,3.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,4.573508637103928,0.9235714285714286,0.7283855951625945,1.6066617097391602,1.0,21.44822976737469,0.9505208333333334,0.670973565149323,1.0,34.96544773542379,0.9566666666666667,0.6269679391353775,1.0,1.0,63.84514580145518,106.13817776250886,0.96375,3,14.0
10.0,4.0,1.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,2.943608422018692,0.9070089285714287,0.7781452410618016,1.5051741365852804,1.0,8.816547559343578,0.9378124999999999,0.7653740060012693,1.0,30.59672781039438,0.9503125,0.7215946451369251,1.0,1.0,29.348854775190436,54.05564978267411,0.9558333333333333,3,14.5
10.0,4.0,2.0,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,2.2656984117183745,0.8497172619047618,0.7394762036340774,1.4317396332395542,1.0,5.551396102067124,0.9251041666666666,0.7082003458780531,1.0,20.75313198786191,0.9463541666666666,0.6572550354029404,1.0,1.0,29.645295954126492,66.58598130556784,0.9567708333333333,3,15.0
